Geneid	Chr	Start	End	Strand	Length	SYMBOL
ENSG00000130940	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	10696661;10702139;10702916;10703217;10704974;10706185;10707270;10709127;10709340;10710541;10710998;10713041;10714476;10715706;10716703;10718064;10719759;10725140;10753931;10754354;10764253;10765549;10820758;10856621	10700116;10702379;10703057;10703368;10705145;10706383;10708196;10709249;10709494;10710812;10711157;10714275;10714648;10715870;10716793;10718633;10721455;10725628;10753969;10754536;10764619;10765632;10820914;10856707	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11336	CASZ1
ENSG00000131016	6;6;6;6;6;6;6	151561134;151561509;151626882;151646823;151662821;151669846;151676862	151561194;151561859;151627038;151647020;151662921;151674887;151679692	+;+;+;+;+;+;+	8741	AKAP12
ENSG00000131018	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	152442819;152451855;152453257;152454411;152457753;152461085;152462338;152464758;152469019;152470612;152472688;152473094;152476027;152477045;152485298;152489244;152497529;152500460;152501271;152506409;152510387;152522959;152527303;152529107;152532629;152534747;152536041;152539392;152540138;152541977;152542561;152545629;152546856;152551682;152552526;152553251;152554916;152555803;152557242;152557952;152560668;152563375;152565672;152570296;152576015;152576726;152577769;152583167;152589191;152590290;152598637;152602942;152605113;152614723;152615095;152621776;152623004;152629624;152630966;152631531;152631823;152636333;152639216;152639998;152642373;152642856;152644613;152646219;152647093;152647431;152650865;152655143;152656413;152660376;152665216;152668194;152671303;152671753;152673162;152674398;152674724;152675794;152679508;152680450;152683305;152684861;152685982;152688127;152694172;152697200;152702141;152706809;152708207;152711415;152712412;152716651;152717910;152719754;152720751;152722273;152725348;152728149;152730203;152730694;152734487;152737522;152740704;152746516;152748739;152749340;152751247;152751617;152754660;152762265;152763210;152765546;152768593;152770668;152771760;152772182;152774551;152776561;152777021;152777803;152779892;152782732;152783665;152784488;152785933;152786393;152787117;152792732;152792962;152793436;152793706;152801896;152802291;152804220;152805970;152809531;152819877;152823768;152826336;152831328;152832146;152832706;152841594;152847215;152861095;152949400;152957773;152958324	152443811;152451913;152453349;152456367;152457953;152461296;152462464;152468898;152469513;152470803;152472825;152473276;152476561;152477232;152485460;152489499;152497695;152500598;152501429;152506546;152510542;152523084;152527497;152529341;152532723;152534894;152536195;152539538;152540320;152542181;152542694;152545799;152547011;152551837;152552702;152553400;152555098;152555935;152557438;152558083;152560841;152563575;152565791;152570397;152576224;152576881;152577900;152583323;152589306;152590421;152599415;152603177;152605319;152614884;152615262;152621916;152623404;152629767;152631152;152631653;152632302;152638121;152639479;152640150;152642525;152643021;152644872;152646437;152647237;152647768;152653025;152655408;152658152;152660501;152665362;152668370;152671470;152671905;152673488;152674568;152674879;152676111;152679672;152680593;152683458;152684909;152686154;152690749;152694354;152698047;152702497;152706973;152708516;152711587;152712703;152716806;152718118;152719869;152720958;152722476;152725449;152728331;152730439;152730844;152734666;152738150;152740857;152746682;152748951;152749527;152751345;152751844;152757236;152762405;152763380;152765713;152768757;152770776;152771968;152772340;152774855;152776769;152777179;152777937;152780065;152782875;152784025;152784652;152786067;152786595;152787213;152792900;152793130;152793654;152793765;152801916;152802307;152804384;152806107;152809638;152819927;152823877;152826532;152831506;152832238;152832726;152841677;152847310;152861156;152949689;152958018;152958936	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	45649	SYNE1
ENSG00000131042	19;19;19;19;19;19;19;19;19;19;19;19;19;19	54777675;54779805;54780101;54780235;54780661;54781743;54782114;54782667;54783200;54783646;54784119;54784318;54784659;54784816	54778683;54779857;54780155;54780310;54781454;54781793;54782416;54782963;54783502;54783930;54784316;54784399;54784738;54785039	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3810	LILRB2
ENSG00000131203	8;8;8;8;8;8;8;8;8;8;8;8;8;8	39759794;39766508;39766698;39770520;39770803;39775394;39775607;39776334;39777619;39780071;39780988;39782239;39782742;39785349	39759967;39766549;39766867;39770667;39771528;39775489;39775726;39776463;39777633;39780430;39781450;39782291;39782890;39785963	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3261	IDO1
ENSG00000131401	19;19;19;19;19;19;19;19	50837053;50837564;50837878;50838316;50839763;50840265;50840791;50847930	50837358;50837818;50838230;50838438;50839962;50840705;50840932;50848024	-;-;-;-;-;-;-;-	1915	NAPSB
ENSG00000131471	17;17;17;17;17	41003201;41005294;41006095;41007461;41008292	41004960;41005381;41006750;41007590;41010147	+;+;+;+;+	4490	AOC3
ENSG00000131711	5;5;5;5;5;5;5;5;5;5	71403061;71411525;71412249;71475455;71479570;71482441;71489105;71489693;71499390;71500911	71403542;71411857;71412280;71475734;71479652;71482581;71489155;71496194;71499628;71505395	+;+;+;+;+;+;+;+;+;+	12628	MAP1B
ENSG00000131747	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	38544768;38546217;38547758;38548470;38548837;38551701;38552535;38554810;38555025;38555292;38556124;38556461;38556781;38557102;38559158;38560404;38560629;38561043;38562636;38562836;38563084;38563801;38564219;38564744;38567361;38567606;38567897;38569011;38569447;38569732;38572257;38572674;38572992;38573836;38574023	38545899;38546416;38548363;38548593;38548989;38551791;38552717;38554893;38555189;38555513;38556319;38556661;38556915;38557333;38559306;38560525;38560743;38561135;38562745;38562941;38563194;38563926;38564376;38564882;38567498;38567707;38568070;38569223;38569544;38569877;38572320;38572764;38573147;38573957;38574202	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6437	TOP2A
ENSG00000132185	1;1;1;1	161676762;161680079;161680998;161682875	161677133;161680702;161682008;161684142	+;+;+;+	3275	FCRLA
ENSG00000132514	17;17;17;17;17;17;17	6977856;6979295;6980052;6980211;6981316;6981803;6983371	6979204;6979471;6980123;6980306;6981432;6982204;6983626	-;-;-;-;-;-;-	2469	CLEC10A
ENSG00000132622	20;20;20;20;20;20;20;20;20;20;20;20;20	3713314;3719305;3721462;3722931;3725549;3726118;3726562;3728864;3729879;3730397;3730616;3731451;3732158	3713441;3719364;3721559;3723055;3725735;3726244;3726678;3729038;3729965;3730501;3730874;3731554;3733758	+;+;+;+;+;+;+;+;+;+;+;+;+	3173	HSPA12B
ENSG00000132688	1;1;1;1	156638555;156643246;156645008;156646274	156642997;156643319;156645132;156647189	-;-;-;-	5558	NES
ENSG00000132698	1;1;1;1;1	156030951;156035702;156038003;156039462;156039951	156031234;156036073;156038254;156039897;156040295	+;+;+;+;+	1689	RAB25
ENSG00000132704	1;1;1;1;1;1;1;1;1;1	157715523;157716661;157718343;157718665;157719440;157736404;157737021;157740199;157745565;157746833	157716564;157716689;157718408;157718750;157719467;157736761;157740100;157740456;157745585;157746922	-;-;-;-;-;-;-;-;-;-	5058	FCRL2
ENSG00000132746	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	67429633;67431133;67431700;67432756;67433593;67433787;67434045;67434377;67434944;67435409;67438534;67441205;67441908;67442164;67448647	67430870;67431232;67432033;67433142;67433674;67433872;67434165;67434487;67435106;67435441;67438796;67441262;67442102;67442202;67448671	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3235	ALDH3B2
ENSG00000132965	13;13;13;13;13;13	31309645;31316473;31318197;31326189;31330081;31338081	31309812;31316682;31318533;31326259;31330162;31338556	+;+;+;+;+;+	1344	ALOX5AP
ENSG00000133048	1;1;1;1;1;1;1;1	203148059;203150290;203151859;203152769;203153704;203154312;203155444;203155727	203149780;203151262;203151980;203152919;203153760;203154513;203155473;203155877	-;-;-;-;-;-;-;-	3408	CHI3L1
ENSG00000133063	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	203181955;203185207;203186430;203186867;203188344;203188702;203191330;203192263;203192623;203194176;203194797;203197661;203198740;203199143;203209458;203209591;203209755;203229930;203237646;203242504	203182173;203186261;203186500;203187219;203188457;203188977;203191453;203192387;203192788;203194232;203194998;203197690;203198799;203199212;203209556;203209648;203209786;203229990;203241937;203242769	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7730	CHIT1
ENSG00000133083	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	36345478;36361995;36367503;36379453;36382361;36383155;36384972;36396866;36401772;36402387;36410170;36413229;36420037;36428636;36429647;36445361;36521495;36686006;36699899;36705251	36348836;36362422;36367616;36379916;36382474;36383232;36385105;36397012;36401891;36402444;36410278;36413313;36424913;36428730;36429921;36445477;36521594;36686352;36700293;36705443	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11609	DCLK1
ENSG00000133110	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38136720;38138656;38139385;38142820;38143881;38144717;38148709;38151890;38152981;38153156;38153366;38153998;38154698;38156503;38158106;38158853;38160276;38160919;38161959;38164509;38166237;38171321;38172745	38137507;38139140;38139633;38143520;38143958;38145672;38148789;38151935;38153048;38153258;38153496;38154128;38154834;38156651;38158240;38159065;38160417;38161065;38162123;38164666;38166301;38171419;38172981	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5464	POSTN
ENSG00000133561	7;7;7	150322463;150327146;150329257	150325600;150327230;150329473	-;-;-	3440	GIMAP6
ENSG00000133574	7;7;7	150264365;150266976;150269217	150264608;150267097;150271041	+;+;+	2191	GIMAP4
ENSG00000133710	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	147405246;147443426;147444910;147449886;147451711;147465968;147468105;147468582;147468780;147469057;147470216;147470491;147470728;147473917;147475381;147477430;147478797;147480017;147480918;147481344;147484515;147486600;147488316;147491331;147492431;147493925;147495933;147498000;147498549;147499572;147499858;147503396;147504328;147505087;147505286;147506546;147510822;147513360;147516546	147405349;147443662;147445038;147450013;147451783;147466095;147468168;147468656;147468835;147469184;147470263;147470608;147470791;147474044;147475468;147477566;147478878;147480144;147480999;147481471;147484563;147486727;147488400;147491458;147492497;147494052;147496029;147498127;147498621;147499699;147499954;147503523;147504503;147505176;147505413;147506642;147510952;147513450;147516852	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4381	SPINK5
ENSG00000133742	8;8;8;8;8;8;8;8;8;8;8;8;8;8	86239837;86241918;86244600;86245754;86249174;86250214;86253249;86253644;86253983;86254978;86255329;86262040;86263960;86290275	86240905;86242073;86244781;86245849;86249441;86250678;86253364;86253943;86254063;86255072;86255454;86262130;86264013;86291243	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4068	CA1
ENSG00000134013	8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8	23154702;23156349;23159540;23160795;23167181;23174247;23177398;23179250;23185895;23186486;23188950;23190914;23198505;23217603;23225510;23228156;23228590;23239904;23261419;23282564	23155635;23156460;23159676;23160910;23167424;23174627;23177565;23179794;23186281;23186628;23189521;23191149;23198716;23217778;23225947;23228275;23228639;23240026;23261753;23282841	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5707	LOXL2
ENSG00000134028	8;8;8;8;8;8;8;8;8;8;8;8;8;8;8	24241798;24247642;24249775;24250775;24251582;24253233;24254783;24255196;24255993;24256387;24256906;24257683;24259428;24261516;24262805	24242105;24247731;24249893;24250851;24251660;24253309;24254969;24255258;24256064;24256553;24256987;24257813;24259605;24261601;24263526	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2438	ADAMDEC1
ENSG00000134057	5;5;5;5;5;5;5;5;5	68462837;68463735;68464000;68467097;68470078;68470704;68471224;68472888;68473351	68463312;68463905;68464170;68467279;68470236;68470940;68471364;68473185;68474072	+;+;+;+;+;+;+;+;+	2558	CCNB1
ENSG00000134202	1;1;1;1;1;1;1;1	110276554;110280278;110280713;110280907;110282051;110282455;110283575;110284298	110280189;110280373;110280813;110280988;110282115;110283138;110283660;110284384	-;-;-;-;-;-;-;-	4837	GSTM3
ENSG00000134242	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	114356433;114361921;114367764;114372214;114372571;114375569;114376931;114377532;114380212;114381166;114391162;114394649;114397093;114397529;114399004;114399170;114399405;114400360;114401100;114401624;114401974;114406820;114414159	114357591;114362454;114367794;114372329;114372651;114375760;114377061;114377615;114381029;114381242;114391248;114394726;114397159;114397671;114399063;114399241;114399448;114400398;114401195;114401700;114402082;114407004;114414381	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4503	PTPN22
ENSG00000134317	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	10085341;10091792;10093036;10095001;10095044;10098915;10102584;10104015;10104364;10126252;10130824;10132135;10133335;10135434;10136007;10136444;10139093;10140721	10085353;10091982;10093189;10095007;10095230;10101565;10102660;10104171;10106530;10126410;10130901;10132274;10133372;10135488;10136098;10136529;10139157;10142411	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8008	GRHL1
ENSG00000134339	11;11;11;11;11;11;11	18260770;18261750;18263686;18266775;18267457;18269468;18270003	18261516;18261834;18264366;18267062;18267595;18269566;18270190	-;-;-;-;-;-;-	2227	SAA2
ENSG00000134363	5;5;5;5;5;5	52776239;52778524;52779334;52779899;52780827;52781517	52776706;52778901;52779552;52780123;52781057;52782964	+;+;+;+;+;+	2969	FST
ENSG00000134489	18;18;18	22040593;22048752;22056711	22040885;22048915;22059921	+;+;+	3668	HRH4
ENSG00000134539	12;12;12;12;12;12	10378657;10457045;10460417;10464063;10466006;10467272	10378832;10457146;10462287;10464282;10466112;10469850	+;+;+;+;+;+	5055	KLRD1
ENSG00000134709	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	60280458;60280533;60282304;60287530;60294452;60297835;60299077;60301017;60302545;60305980;60309104;60312717;60313987;60314745;60324100;60324657;60325860;60328456;60329497;60330304;60331544;60333922;60336549;60338467	60280482;60281023;60282390;60287615;60294524;60297885;60299209;60301084;60302607;60306063;60309270;60312857;60314188;60314855;60324187;60324717;60326000;60328549;60329540;60330917;60331644;60334023;60336782;60342050	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6845	HOOK1
ENSG00000134755	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	28645940;28648265;28648860;28650692;28651571;28654649;28659813;28660062;28662204;28662892;28666539;28667632;28669402;28670991;28672064;28673522;28681866	28648178;28648310;28649117;28650816;28651807;28654873;28659955;28660318;28662389;28663026;28666705;28667776;28669557;28671110;28672263;28673606;28682378	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5237	DSC2
ENSG00000134757	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	29027758;29036403;29036956;29038408;29038996;29039808;29040796;29041190;29044074;29045281;29046493;29049052;29052247;29052688;29054084;29055609	29027888;29036438;29037087;29038563;29039140;29039974;29040924;29041375;29044345;29045420;29046717;29049312;29052386;29052751;29054367;29058665	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5525	DSG3
ENSG00000134760	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	28898052;28906544;28906837;28908152;28909855;28911664;28913552;28913980;28916317;28918278;28919707;28923413;28923594;28923889;28925953;28934260	28898311;28906579;28906968;28908307;28909999;28911830;28913686;28914165;28916576;28918417;28919988;28923546;28923800;28923958;28926161;28936992	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5252	DSG1
ENSG00000134762	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	28569974;28574420;28576757;28581584;28584108;28586873;28587982;28588235;28598037;28598632;28602302;28604315;28605726;28609475;28610939;28612158;28622558	28574338;28574462;28577014;28581705;28584332;28587097;28588124;28588491;28598222;28598766;28602468;28604459;28605881;28609594;28611138;28612242;28622781	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7056	DSC3
ENSG00000134765	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	28709199;28710756;28711557;28712531;28713854;28714535;28719711;28720005;28721962;28723620;28725574;28728461;28734737;28736006;28737334;28739408;28742495	28710674;28710801;28711805;28712652;28714093;28714747;28719853;28720264;28722147;28723754;28725740;28728605;28734892;28736125;28737536;28739492;28742819	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4271	DSC1
ENSG00000134853	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	55095264;55096010;55096489;55106205;55109742;55124924;55127262;55129834;55133456;55133719;55136800;55138561;55139704;55140698;55141008;55142918;55143343;55144063;55144529;55144986;55146483;55147748;55151538;55152008;55153597;55154966;55155176;55156480;55161292	55095582;55096106;55096773;55106282;55109839;55124984;55127579;55131520;55133627;55133908;55136915;55138687;55139897;55140792;55141140;55142941;55143659;55144413;55144682;55145138;55146925;55148145;55151653;55152130;55153708;55155065;55155281;55156721;55164414	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9732	PDGFRA
ENSG00000134871	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	110958159;110959614;110960207;110960416;110980717;111009819;111077081;111077300;111080814;111082232;111082398;111082892;111084672;111086748;111088616;111090349;111090965;111092136;111098176;111099145;111102026;111102652;111109690;111111118;111114369;111114625;111117752;111118350;111119387;111121564;111125276;111125814;111130270;111132567;111134863;111137252;111138002;111141792;111142058;111143580;111144417;111145558;111147689;111154015;111155468;111155730;111156194;111156495;111158762;111159791;111160282;111164281	110958290;110959875;110960294;110960470;110980896;111009899;111077215;111077344;111080930;111082303;111082783;111083230;111084707;111086789;111088714;111090384;111091015;111092180;111098229;111099211;111102136;111102801;111109782;111111281;111114533;111114796;111117953;111118409;111119443;111121671;111125497;111125941;111130511;111132737;111135006;111137374;111138183;111141855;111142132;111143687;111144524;111145629;111147814;111154131;111155629;111155828;111156340;111156611;111158953;111159982;111160677;111165374	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7885	COL4A2
ENSG00000134900	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	103249353;103257143;103259982;103266451;103268746;103271072;103275227;103279250;103280198;103281832;103282446;103283630;103286300;103287937;103288574;103289432;103290589;103292620;103295572;103296907;103297259;103298644;103299557;103301257;103303709;103307292;103309332;103315998;103317145;103320108;103326633;103328646;103330577	103249553;103257271;103260372;103266546;103268850;103271196;103275390;103279516;103280274;103281959;103282545;103283878;103286448;103288052;103288742;103289589;103290665;103292726;103295726;103297023;103297359;103298740;103299694;103301836;103303747;103307357;103309557;103316094;103317286;103320233;103326840;103328765;103331521	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5965	TPP2
ENSG00000134962	4;4;4;4;4	39408473;39435830;39439347;39447952;39449921	39409394;39436340;39439615;39449095;39453156	+;+;+;+;+	6082	KLB
ENSG00000135069	9;9;9;9;9;9;9;9;9	80912059;80915518;80916870;80919651;80921230;80923330;80932592;80942967;80943897	80912186;80915578;80916939;80919856;80921402;80923499;80932720;80943104;80945009	+;+;+;+;+;+;+;+;+	2188	PSAT1
ENSG00000135077	5;5;5;5;5;5;5;5	156512843;156515952;156522317;156525869;156531677;156533131;156535937;156569831	156514305;156515988;156522470;156525912;156531760;156534313;156536725;156569880	-;-;-;-;-;-;-;-	3804	HAVCR2
ENSG00000135111	12;12;12;12;12;12	115108059;115111970;115114118;115115385;115117310;115120617	115110107;115112640;115114275;115115461;115118951;115121969	-;-;-;-;-;-	5950	TBX3
ENSG00000135218	7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7	79998891;80115783;80117002;80175507;80231466;80253211;80254285;80255472;80262513;80266148;80267959;80269160;80275404;80275645;80275678;80285856;80290379;80292306;80293722;80295230;80299269;80301238;80302086;80305424	79999097;80115903;80117097;80175583;80231695;80253506;80254356;80255548;80262678;80266319;80268062;80269245;80275497;80275675;80276531;80286016;80290526;80292485;80293813;80295805;80300480;80301356;80303732;80308593	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9988	CD36
ENSG00000135272	7;7;7;7;7;7;7;7;7	114562209;114562909;114563514;114573924;114582330;114619561;114619944;114654517;114655742	114562691;114563182;114563720;114574030;114582452;114619836;114620139;114654587;114659256	+;+;+;+;+;+;+;+;+	5252	MDFIC
ENSG00000135318	6;6;6;6;6;6;6;6;6;6	86159809;86176778;86180955;86194953;86197053;86199212;86200226;86200753;86201695;86203559	86160196;86177000;86181317;86195150;86197207;86199317;86200375;86201043;86201895;86205500	+;+;+;+;+;+;+;+;+;+	4017	NT5E
ENSG00000135362	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	36317838;36318921;36322511;36350668;36371418;36383658;36397535;36397752;36397931;36399072;36400931;36402070;36403190;36415396;36415946;36417664;36419962;36422547;36424848;36440805;36453403;36458935;36467850;36472759;36475500;36476219;36476839;36483892	36317988;36318981;36322620;36350891;36371615;36383731;36397708;36397787;36398254;36399274;36401017;36402138;36403245;36415561;36415984;36417746;36420377;36422835;36424928;36440853;36453460;36459026;36467990;36472885;36475656;36476368;36476996;36486754	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6636	PRR5L
ENSG00000135373	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	34642640;34643600;34643750;34645807;34654011;34663555;34663724;34663932;34664174;34667986;34670566;34673089;34673284;34678455;34680080;34680379	34642775;34643736;34643963;34645864;34654199;34663712;34663895;34664010;34664274;34668441;34670628;34673157;34673352;34678517;34680275;34682604	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4386	EHF
ENSG00000135378	11;11;11;11;11;11	32851489;32852054;32858204;32860428;32861653;32874842	32851719;32852178;32858367;32860476;32861785;32879669	+;+;+;+;+;+	5530	PRRG4
ENSG00000135426	12;12;12;12;12;12;12;12;12;12;12;12;12	55341802;55354952;55356215;55357525;55359837;55360172;55360967;55361627;55367261;55368184;55375558;55377778;55378369	55344174;55355051;55357026;55357734;55359935;55360208;55361020;55361797;55367714;55368391;55375729;55377950;55378530	-;-;-;-;-;-;-;-;-;-;-;-;-	5025	TESPA1
ENSG00000135447	12;12;12;12;12;12;12;12	54969171;54973032;54974728;54975760;54976516;54976995;54978044;54982189	54971326;54974176;54974834;54975915;54976579;54977032;54978104;54982443	-;-;-;-;-;-;-;-	3982	PPP1R1A
ENSG00000135480	12;12;12;12;12;12;12;12;12;12;12;12;12	52626304;52626825;52628939;52631293;52632464;52635256;52636796;52638156;52639135;52641442;52641702;52642375;52645561	52626575;52627404;52629150;52631501;52632559;52635755;52637325;52638395;52639416;52641574;52641995;52642709;52645970	+;+;+;+;+;+;+;+;+;+;+;+;+	4093	KRT7
ENSG00000135549	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	122793076;122798996;122803044;122803292;122814367;122906638;122907066;122931377;122954428;122973877;122996223;123022207;123022585;123038706;123046273	122793186;122799084;122803101;122803411;122814620;122906698;122907269;122931680;122954512;122973920;122996289;123022369;123022645;123039108;123047518	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3270	PKIB
ENSG00000135604	6;6	144471663;144507760	144471840;144509507	+;+	1926	STX11
ENSG00000135678	12;12;12;12;12;12;12;12;12;12;12;12;12	69235977;69244955;69252703;69260605;69263105;69263995;69265474;69279572;69326458;69326910;69351370;69356949;69365045	69236109;69250459;69252851;69260828;69263275;69264179;69265736;69279669;69326664;69326982;69351458;69357080;69365350	-;-;-;-;-;-;-;-;-;-;-;-;-	7535	CPM
ENSG00000135750	1;1;1;1;1;1;1;1;1;1;1;1	233749750;233765304;233766254;233767001;233772270;233773034;233785687;233791441;233796220;233797602;233802341;233807017	233750272;233765660;233766549;233767033;233772327;233773180;233785795;233791547;233796412;233797682;233802736;233808258	+;+;+;+;+;+;+;+;+;+;+;+	3542	KCNK1
ENSG00000135838	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	182758428;182760383;182761366;182763485;182764865;182772833;182775280;182778320;182778978;182781291;182783918;182785849;182787676;182787948;182791250;182794916;182797859	182758940;182760465;182761421;182763574;182764975;182772906;182775667;182778442;182779105;182781348;182783993;182785941;182787824;182787994;182791334;182796155;182799519	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4975	NPL
ENSG00000135917	2;2;2;2;2;2;2;2	228549926;228552882;228560605;228563452;228565629;228566323;228579165;228582659	228552289;228553023;228560797;228564280;228565824;228567693;228579328;228582728	-;-;-;-;-;-;-;-	5329	SLC19A3
ENSG00000135919	2;2;2;2;2;2;2;2;2;2;2;2;2	224839829;224842261;224849469;224856520;224862832;224866269;224875060;224878572;224894789;224895087;224895693;224903207;224903816	224840621;224847498;224849785;224856717;224863059;224866639;224875103;224878666;224894924;224895518;224896195;224903521;224904036	-;-;-;-;-;-;-;-;-;-;-;-;-	8891	SERPINE2
ENSG00000135931	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	232063260;232063467;232070911;232072840;232079544;232081351;232087441;232091487;232099937;232104656;232121299;232123678;232127019;232135245;232135456;232137668;232141349;232143095;232146772;232153373;232156066;232158533;232196505;232209687;232220510;232225466;232234664;232235285;232236224	232063412;232063655;232071002;232072965;232079993;232081506;232087533;232091511;232100094;232104870;232121333;232123815;232127111;232135413;232135785;232137791;232141489;232143171;232146846;232153434;232156156;232160966;232196609;232209914;232220646;232225594;232234836;232235421;232239548	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9660	ARMC9
