Geneid	Chr	Start	End	Strand	Length	SYMBOL
ENSG00000117322	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207627575;207627996;207639871;207641651;207642145;207642495;207643040;207644085;207644342;207644768;207645199;207646117;207646890;207647146;207647586;207648169;207649579;207651230;207652602;207653323;207658809;207662487	207627821;207628300;207640257;207642060;207642244;207642577;207643447;207644261;207644432;207644844;207645317;207646524;207647066;207647230;207647668;207648561;207649764;207651415;207652625;207653398;207658917;207663240	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4885	CR2
ENSG00000117560	1;1;1;1	172628154;172629235;172633474;172634762	172628689;172629280;172633530;172636014	+;+;+;+	1892	FASLG
ENSG00000117602	1;1;1;1;1;1	24829387;24834057;24840804;24857708;24859573;24861583	24829640;24834218;24841057;24857881;24859744;24867530	+;+;+;+;+;+	6964	RCAN3
ENSG00000118292	1;1;1;1;1;1;1;1	150240600;150244687;150245102;150246490;150248150;150248930;150252054;150253246	150241220;150244816;150245266;150246573;150248208;150249040;150252152;150253327	+;+;+;+;+;+;+;+	1351	C1orf54
ENSG00000118308	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	25173936;25176805;25179723;25183212;25185076;25185239;25186693;25188414;25189519;25190908;25205169;25214526;25215754;25216654;25219299;25222284;25228674;25232178;25232332;25236357;25241034;25242548;25242697;25242991;25243750;25249844;25254112;25254872;25255132;25256771;25256943;25257263;25259877;25260751	25173979;25176855;25179800;25183268;25185135;25185303;25186881;25188721;25189620;25190952;25205890;25214587;25215834;25216750;25219446;25222365;25228736;25232224;25232697;25236427;25241091;25242611;25242724;25243131;25244054;25249978;25254259;25254959;25255712;25256833;25256992;25257396;25259984;25261268	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5159	LRMP
ENSG00000118513	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	135502453;135507015;135508972;135510929;135511265;135513462;135514976;135515494;135516098;135516886;135517864;135520046;135520664;135521223;135521428;135522777;135523552;135524086;135524355;135539002	135502674;135507158;135509043;135511021;135511485;135513696;135515056;135515824;135516219;135517140;135518461;135520188;135520719;135521337;135521812;135522887;135523807;135524087;135525088;135540311	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5486	MYB
ENSG00000118971	12;12;12;12;12;12;12	4382938;4385171;4387834;4394441;4398008;4406923;4409026	4383401;4385386;4388085;4394642;4398327;4407134;4414516	+;+;+;+;+;+;+	7157	CCND2
ENSG00000119121	9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9	77337411;77343155;77347601;77352311;77353323;77354283;77354639;77357477;77359011;77362805;77365580;77367193;77370269;77376612;77376915;77386619;77390799;77397278;77397595;77400790;77403530;77407540;77411657;77415170;77416814;77418710;77422950;77425731;77427215;77431585;77431808;77435148;77436585;77441673;77442615;77448914;77454940;77457082;77470443;77473585;77502147;77502547;77502740	77339662;77343261;77347652;77352366;77353528;77354365;77354925;77357542;77359099;77362830;77365638;77367284;77370389;77376724;77378050;77386751;77390992;77397392;77397769;77401041;77403658;77407686;77411809;77415398;77417091;77418802;77423090;77425784;77427349;77431685;77431880;77435343;77436753;77442082;77442865;77449038;77455153;77457259;77470481;77473664;77502263;77502636;77503010	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9287	TRPM6
ENSG00000119508	9;9;9;9;9;9;9;9;9	102584137;102587941;102589009;102590323;102594971;102595564;102606931;102609719;102625902	102584689;102588114;102589083;102591275;102595100;102596341;102607130;102609897;102629173	+;+;+;+;+;+;+;+;+	6314	NR4A3
ENSG00000119535	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	36931644;36933159;36933423;36935253;36937034;36937839;36938118;36939320;36940978;36942584;36944515;36945588;36947079;36947380;36948412	36932912;36933410;36934858;36935441;36937740;36937992;36939223;36939488;36941928;36943278;36945117;36945681;36947138;36947652;36948879	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8426	CSF3R
ENSG00000119686	14;14;14;14;14;14;14;14;14;14;14;14;14;14;14	76044960;76071805;76072158;76088401;76090955;76098057;76098953;76099972;76101253;76105695;76107075;76107525;76108186;76112744;76129398	76045984;76071967;76072337;76088563;76091095;76098168;76099295;76100040;76101356;76105805;76107403;76107636;76108319;76114507;76129557	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4910	FLVCR2
ENSG00000121594	3;3;3;3;3;3;3	119243140;119246311;119248689;119255984;119263190;119276476;119278287	119244596;119246688;119248784;119256265;119263714;119276775;119278449	-;-;-;-;-;-;-	3201	CD80
ENSG00000121807	3;3;3;3	46395225;46396353;46398968;46401168	46395668;46396447;46400909;46402419	+;+;+;+	3733	CCR2
ENSG00000121895	4;4;4;4;4;4;4;4;4;4	38968365;38972652;38987956;38990471;38995355;39000080;39000243;39029995;39033846;39034262	38969262;38972757;38988039;38990590;38995618;39000160;39000529;39030217;39034063;39034542	-;-;-;-;-;-;-;-;-;-	2562	TMEM156
ENSG00000122223	1;1;1;1;1;1;1;1;1	160799950;160802309;160803841;160805985;160808241;160808610;160811000;160811374;160832407	160801217;160802509;160803906;160806044;160808308;160808955;160811290;160811691;160832692	-;-;-;-;-;-;-;-;-	2904	CD244
ENSG00000122224	1;1;1;1;1;1;1;1;1;1;1;1;1	160765864;160766900;160768616;160769476;160771580;160779539;160784210;160786384;160788008;160789111;160793255;160793971;160797538	160766101;160767065;160769454;160770017;160772488;160783701;160785129;160786653;160788109;160789164;160793586;160794042;160798051	+;+;+;+;+;+;+;+;+;+;+;+;+	9121	LY9
ENSG00000122877	10;10;10;10;10;10;10;10;10;10	64571756;64575621;64578301;64578866;64653267;64654217;64661355;64676721;64678861;64679578	64574228;64576126;64578407;64578927;64653310;64654297;64661480;64676817;64678970;64679660	-;-;-;-;-;-;-;-;-;-	3689	EGR2
ENSG00000123095	12;12;12;12;12	26272959;26276563;26276921;26277452;26277651	26276101;26276701;26277112;26277515;26278060	-;-;-;-;-	3948	BHLHE41
ENSG00000123405	12;12;12;12;12	54685895;54688919;54691548;54693931;54694585	54687165;54689544;54691668;54694060;54694905	-;-;-;-;-	2469	NFE2
ENSG00000123610	2;2;2;2;2;2	152214106;152220457;152222570;152226534;152230063;152235878	152214274;152220594;152222731;152226762;152230258;152236560	+;+;+;+;+;+	1577	TNFAIP6
ENSG00000124019	2;2;2	225243415;225264242;225265754	225244925;225265222;225266802	-;-;-	3541	FAM124B
ENSG00000124256	20;20;20;20;20;20;20;20;20	56178902;56182109;56185205;56185589;56186783;56187947;56189943;56190568;56195275	56179825;56182356;56185423;56185751;56186986;56188386;56190229;56193137;56195632	-;-;-;-;-;-;-;-;-	5413	ZBP1
ENSG00000124469	19;19;19;19;19;19	43084393;43087237;43092936;43093609;43097693;43098917	43085505;43087489;43093190;43093887;43098052;43099207	-;-;-;-;-;-	2551	CEACAM8
ENSG00000124731	6;6;6;6;6	41235664;41242942;41247277;41249992;41254345	41235826;41243968;41249804;41250489;41254457	-;-;-;-;-	4329	TREM1
ENSG00000125245	13;13;13;13	99906968;99908582;99910408;99913909	99908160;99908773;99910840;99913998	-;-;-;-	1908	GPR18
ENSG00000125355	X;X;X;X;X;X;X;X;X;X;X;X	119392505;119402099;119410740;119418982;119419480;119419742;119421009;119425106;119427844;119438204;119443748;119445107	119394883;119402242;119410902;119419070;119419551;119419846;119421077;119425195;119427906;119438346;119443983;119445411	-;-;-;-;-;-;-;-;-;-;-;-	3858	TMEM255A
ENSG00000125384	14;14	52781023;52793939	52782109;52795324	+;+	2473	PTGER2
ENSG00000125498	19;19;19;19;19;19;19;19;19	55281263;55282301;55284785;55286617;55290064;55291541;55294374;55294938;55295089	55281336;55282336;55285084;55286910;55290114;55291618;55294475;55294990;55295774	+;+;+;+;+;+;+;+;+	1674	KIR2DL1
ENSG00000125538	2;2;2;2;2;2	113587328;113588713;113590239;113590490;113592758;113593760	113588150;113588999;113590403;113591152;113593194;113594480	-;-;-;-;-;-	3096	IL1B
ENSG00000125726	19;19;19;19;19;19	6583194;6585850;6590114;6590852;6592427;6603952	6583489;6586416;6590147;6591163;6592586;6604114	-;-;-;-;-;-	1532	CD70
ENSG00000125735	19;19;19;19;19	6663148;6667124;6667424;6669862;6670307	6665361;6667165;6667460;6670169;6670599	-;-;-;-;-	2894	TNFSF14
ENSG00000125740	19;19;19	45971253;45973134;45975809	45971970;45975339;45978437	+;+;+	5553	FOSB
ENSG00000125864	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	17474550;17477583;17479465;17487473;17489534;17492621;17495366;17505493;17511598;17521710;17539333;17541002;17541352;17543619;17549816	17475674;17477668;17479685;17487747;17489641;17492713;17495461;17505553;17512014;17521844;17539605;17541223;17541428;17543740;17549865	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3361	BFSP1
ENSG00000126262	19;19;19	35934809;35939203;35940616	35934824;35939281;35942669	+;+;+	2149	FFAR2
ENSG00000126353	17;17;17;17	38710021;38715145;38716931;38721652	38712070;38715194;38717265;38721724	-;-;-;-	2508	CCR7
ENSG00000126391	11;11;11;11;11;11;11;11;11;11;11	65154070;65154399;65156832;65161044;65161512;65161730;65164270;65167207;65168195;65172335;65178713	65154232;65154732;65156999;65161226;65161570;65161896;65164491;65167368;65168338;65172539;65180996	+;+;+;+;+;+;+;+;+;+;+	4091	FRMD8
ENSG00000126752	X;X;X;X;X;X;X;X	48114752;48116657;48117181;48117971;48121201;48123217;48125722;48126289	48114867;48116745;48117295;48118066;48121250;48123352;48125826;48126879	+;+;+;+;+;+;+;+	1298	SSX1
ENSG00000126759	X;X;X;X;X;X;X;X;X	47483612;47483958;47485727;47486172;47486540;47486870;47487501;47489168;47489528	47483839;47485568;47485979;47486345;47486731;47487040;47489073;47489364;47489704	-;-;-;-;-;-;-;-;-	4576	CFP
ENSG00000126822	14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14	65170820;65171154;65182421;65190499;65194311;65195714;65196961;65197360;65197517;65197756;65198079;65198813;65199145;65199521;65203571;65204733;65205460;65207754;65209700	65170849;65171422;65182810;65190632;65194700;65195811;65197030;65197406;65197667;65197887;65198524;65198899;65199178;65199619;65204093;65204942;65205573;65209173;65213610	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8555	PLEKHG3
ENSG00000127074	1;1;1;1;1;1	192605275;192606720;192607294;192613461;192613661;192627331	192605447;192606790;192607333;192613529;192617117;192629390	+;+;+;+;+;+	5870	RGS13
ENSG00000127152	14;14;14;14	99635624;99697682;99723808;99737498	99642532;99697894;99724176;99737861	-;-;-;-	7855	BCL11B
ENSG00000127507	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	14843205;14852287;14854232;14854428;14857044;14857708;14862248;14863141;14865766;14866466;14867050;14875245;14876132;14876336;14876470;14877790;14879603;14882692;14884750;14885068;14887216;14887538;14889069	14847056;14852898;14854342;14854596;14857135;14857774;14862483;14863338;14865939;14866689;14867157;14875422;14876209;14876382;14877193;14877921;14879746;14883309;14884866;14885118;14887418;14887739;14889353	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8622	EMR2
ENSG00000127954	7;7;7;7;7;7	87905744;87910230;87910798;87913129;87920231;87936107	87908943;87910394;87912483;87913586;87920329;87936206	-;-;-;-;-;-	5708	STEAP4
ENSG00000128218	22;22	24094930;24096502	24095385;24096655	-;-	610	VPREB3
ENSG00000128284	22;22;22;22;22;22;22;22;22;22;22;22;22	36536372;36541521;36542188;36545094;36545819;36549333;36550497;36551768;36552797;36555278;36556717;36557532;36560557	36538106;36541647;36542456;36545419;36546012;36549471;36550676;36552085;36553054;36555728;36556977;36557594;36562225	-;-;-;-;-;-;-;-;-;-;-;-;-	5990	APOL3
ENSG00000128383	22;22;22;22;22;22;22	39348746;39348966;39353527;39355547;39357392;39358103;39358500	39348855;39349421;39353725;39355691;39357686;39358218;39359188	+;+;+;+;+;+;+	2010	APOBEC3A
ENSG00000128805	10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10	49654077;49658304;49661344;49662131;49663045;49667727;49674619;49687086;49687631;49701482;49732098;49740529;49763508;49764610;49782747;49783367;49790766;49812808;49860279;49863554	49654662;49659670;49661468;49662204;49663177;49667934;49674739;49687249;49687807;49701692;49732281;49741000;49763595;49764723;49783265;49783703;49791197;49813138;49860661;49864310	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6783	ARHGAP22
ENSG00000129158	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	17809595;17868109;17885113;17888338;17895767;17899394;17899755;17940242;17948285;17961024;17981000;18010144;18014478;18017343;18021041;18022044;18022314;18023493;18025988;18028138;18029488;18031618;18034049	17809960;17868308;17885244;17888411;17895825;17899544;17899791;17940326;17948393;17961179;17981183;18010304;18014540;18017456;18021119;18022104;18022351;18023605;18026082;18028293;18029623;18031889;18034709	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3502	SERGEF
ENSG00000129226	17;17;17;17;17	7482785;7483128;7483784;7484029;7484214	7483044;7483645;7483903;7484101;7485429	+;+;+;+;+	2187	CD68
ENSG00000129277	17	34430983	34433014	+	2032	CCL4
ENSG00000129566	14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14	20833826;20836957;20837503;20837833;20839377;20839648;20840892;20841170;20841429;20841666;20841837;20842588;20843914;20844263;20845439;20845759;20846183;20846539;20846913;20847140;20848089;20848394;20849090;20849472;20849712;20850072;20850383;20850782;20851333;20851647;20851902;20852197;20852550;20852759;20853144;20854234;20854606;20856064;20857397;20857769;20858840;20859097;20859758;20863609;20864018;20864780;20868826;20869616;20871536;20872770;20873610;20874392;20876032;20881530	20836718;20837061;20837735;20837938;20839473;20839791;20841016;20841306;20841561;20841742;20841969;20842695;20844027;20844423;20845651;20845912;20846395;20846694;20847012;20847264;20848212;20848634;20849204;20849560;20849845;20850222;20850515;20850874;20851512;20851803;20852077;20852391;20852667;20852872;20853268;20854354;20854782;20856222;20857456;20857899;20858917;20859255;20859926;20863786;20864108;20864889;20869300;20869740;20872043;20872931;20873744;20874559;20876622;20881588	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11328	TEP1
ENSG00000130529	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	49660998;49661449;49669298;49670901;49671517;49671810;49674614;49674835;49675266;49684606;49685783;49686335;49691898;49693465;49693953;49699697;49703557;49703868;49705221;49713466;49713858;49714272;49714421	49661147;49663178;49669472;49671354;49671680;49671993;49674675;49675026;49675365;49684718;49686179;49686469;49692348;49693577;49694030;49700131;49703689;49704042;49705398;49713662;49714099;49714344;49715093	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6604	TRPM4
ENSG00000130751	19;19;19;19;19;19;19;19;19;19;19;19;19	47523077;47524143;47524869;47535536;47535901;47538587;47539118;47542294;47542662;47543702;47544236;47546068;47548449	47523254;47524426;47525104;47535609;47535990;47538616;47539387;47542409;47542822;47544016;47544383;47546162;47549033	+;+;+;+;+;+;+;+;+;+;+;+;+	2582	NPAS1
ENSG00000130768	1;1;1;1;1;1;1;1;1;1;1	28261504;28263048;28267982;28268786;28271743;28275505;28279726;28280865;28282195;28282460;28284987	28261755;28263174;28268087;28268875;28271956;28275673;28279869;28281037;28282375;28282991;28285668	+;+;+;+;+;+;+;+;+;+;+	2670	SMPDL3B
ENSG00000130876	19;19;19;19;19;19;19;19	33699570;33700214;33701373;33701708;33703420;33703757;33706675;33716459	33699927;33700391;33701522;33703351;33703545;33703908;33706879;33716756	-;-;-;-;-;-;-;-	3111	SLC7A10
ENSG00000131042	19;19;19;19;19;19;19;19;19;19;19;19;19;19	54777675;54779805;54780101;54780235;54780661;54781743;54782114;54782667;54783200;54783646;54784119;54784318;54784659;54784816	54778683;54779857;54780155;54780310;54781454;54781793;54782416;54782963;54783502;54783930;54784316;54784399;54784738;54785039	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3810	LILRB2
ENSG00000131203	8;8;8;8;8;8;8;8;8;8;8;8;8;8	39759794;39766508;39766698;39770520;39770803;39775394;39775607;39776334;39777619;39780071;39780988;39782239;39782742;39785349	39759967;39766549;39766867;39770667;39771528;39775489;39775726;39776463;39777633;39780430;39781450;39782291;39782890;39785963	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3261	IDO1
ENSG00000131355	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	14729929;14736304;14740851;14743733;14744048;14748917;14752231;14754920;14757993;14761897;14765794;14769292;14772775;14774230;14779432;14785558;14800721	14730283;14736411;14741019;14743824;14744114;14749152;14752428;14755087;14758177;14762016;14765977;14769362;14772930;14774352;14779664;14785810;14800839	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2837	EMR3
ENSG00000132514	17;17;17;17;17;17;17	6977856;6979295;6980052;6980211;6981316;6981803;6983371	6979204;6979471;6980123;6980306;6981432;6982204;6983626	-;-;-;-;-;-;-	2469	CLEC10A
ENSG00000132704	1;1;1;1;1;1;1;1;1;1	157715523;157716661;157718343;157718665;157719440;157736404;157737021;157740199;157745565;157746833	157716564;157716689;157718408;157718750;157719467;157736761;157740100;157740456;157745585;157746922	-;-;-;-;-;-;-;-;-;-	5058	FCRL2
ENSG00000133048	1;1;1;1;1;1;1;1	203148059;203150290;203151859;203152769;203153704;203154312;203155444;203155727	203149780;203151262;203151980;203152919;203153760;203154513;203155473;203155877	-;-;-;-;-;-;-;-	3408	CHI3L1
ENSG00000134028	8;8;8;8;8;8;8;8;8;8;8;8;8;8;8	24241798;24247642;24249775;24250775;24251582;24253233;24254783;24255196;24255993;24256387;24256906;24257683;24259428;24261516;24262805	24242105;24247731;24249893;24250851;24251660;24253309;24254969;24255258;24256064;24256553;24256987;24257813;24259605;24261601;24263526	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2438	ADAMDEC1
ENSG00000134061	5;5;5	66478103;66481679;66492380	66480413;66482125;66492627	-;-;-	3006	CD180
ENSG00000134321	2;2;2;2;2;2;2;2;2	7005937;7016847;7017796;7018925;7023502;7027066;7030307;7033802;7035909	7006176;7017375;7018277;7019172;7023961;7027295;7030456;7033834;7038370	+;+;+;+;+;+;+;+;+	4834	RSAD2
ENSG00000134460	10;10;10;10;10;10;10;10	6052652;6060016;6061391;6061833;6063441;6066207;6067797;6104051	6054859;6060082;6061462;6061904;6063656;6066317;6067988;6104288	-;-;-;-;-;-;-;-	3176	IL2RA
ENSG00000134539	12;12;12;12;12;12	10378657;10457045;10460417;10464063;10466006;10467272	10378832;10457146;10462287;10464282;10466112;10469850	+;+;+;+;+;+	5055	KLRD1
ENSG00000134765	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	28709199;28710756;28711557;28712531;28713854;28714535;28719711;28720005;28721962;28723620;28725574;28728461;28734737;28736006;28737334;28739408;28742495	28710674;28710801;28711805;28712652;28714093;28714747;28719853;28720264;28722147;28723754;28725740;28728605;28734892;28736125;28737536;28739492;28742819	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4271	DSC1
ENSG00000134830	19;19;19	47835404;47840371;47844040	47835606;47840426;47846606	+;+;+	2826	C5AR2
ENSG00000134954	11;11;11;11;11;11;11;11;11;11;11;11;11;11	128328656;128333404;128350086;128354714;128355964;128359185;128360352;128374886;128391808;128406307;128426186;128441703;128442957;128457381	128332471;128333845;128350346;128354966;128356041;128359385;128360471;128375289;128392205;128406678;128426330;128442209;128443039;128457453	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7153	ETS1
ENSG00000135362	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	36317838;36318921;36322511;36350668;36371418;36383658;36397535;36397752;36397931;36399072;36400931;36402070;36403190;36415396;36415946;36417664;36419962;36422547;36424848;36440805;36453403;36458935;36467850;36472759;36475500;36476219;36476839;36483892	36317988;36318981;36322620;36350891;36371615;36383731;36397708;36397787;36398254;36399274;36401017;36402138;36403245;36415561;36415984;36417746;36420377;36422835;36424928;36440853;36453460;36459026;36467990;36472885;36475656;36476368;36476996;36486754	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6636	PRR5L
ENSG00000135577	6;6;6;6;6	142379467;142395334;142396745;142399692;142409374	142379600;142395421;142397186;142400040;142409936	-;-;-;-;-	1576	NMBR
ENSG00000135605	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	48137800;48140682;48140921;48143372;48147096;48147425;48148342;48151574;48152880;48157807;48158697;48165719;48169795;48170603;48172265;48173385;48178099;48230494;48271769	48139516;48140839;48141039;48143700;48147312;48147596;48148418;48151707;48152959;48157883;48158751;48165784;48169970;48170643;48172393;48173466;48178203;48230676;48271881	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4030	TEC
ENSG00000135722	16;16;16;16	67193834;67195023;67195592;67198344	67193959;67195144;67198079;67198473	+;+;+;+	2866	FBXL8
ENSG00000135838	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	182758428;182760383;182761366;182763485;182764865;182772833;182775280;182778320;182778978;182781291;182783918;182785849;182787676;182787948;182791250;182794916;182797859	182758940;182760465;182761421;182763574;182764975;182772906;182775667;182778442;182779105;182781348;182783993;182785941;182787824;182787994;182791334;182796155;182799519	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4975	NPL
ENSG00000135914	2;2;2;2	231972944;231978443;231988127;231989686	231974123;231978643;231988844;231989832	-;-;-;-	2246	HTR2B
ENSG00000135929	2;2;2;2;2;2	219646472;219670637;219674300;219676945;219678744;219679634	219647160;219670744;219674490;219677819;219679480;219680016	+;+;+;+;+;+	2983	CYP27A1
ENSG00000136059	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	38029550;38032217;38032625;38034884;38035389;38035644;38037230;38038568;38038974;38039581;38039757;38040403;38040723;38042398;38047283;38047672;38048433	38029729;38032320;38032663;38035223;38035496;38035957;38037338;38038678;38039176;38039659;38039855;38040541;38040930;38045890;38047465;38048191;38048679	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6476	VILL
ENSG00000136573	8;8;8;8;8;8;8;8;8;8;8;8;8;8	11351510;11366659;11400733;11403240;11405541;11406533;11407503;11412252;11412841;11414167;11415471;11417842;11420488;11421412	11352100;11367400;11400856;11403612;11405634;11406631;11407771;11412398;11412993;11414346;11415547;11418961;11420619;11422113	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4803	BLK
ENSG00000136840	9;9;9;9;9;9	130670165;130672230;130674547;130676935;130678255;130679105	130670860;130672807;130674959;130677145;130678773;130679317	-;-;-;-;-;-	2630	ST6GALNAC4
ENSG00000137078	9;9;9;9;9	35649292;35650181;35650354;35650499;35650751	35650078;35650242;35650467;35650634;35650937	-;-;-;-;-	1286	SIT1
ENSG00000137101	9;9;9;9;9;9;9;9;9;9	35609530;35610599;35611801;35612845;35615940;35618011;35618219;35618739;35619509;35646400	35610297;35610750;35611916;35612990;35617244;35618118;35618434;35618862;35619539;35646807	-;-;-;-;-;-;-;-;-;-	3374	CD72
ENSG00000137462	4	154622652	154626851	+	4200	TLR2
ENSG00000137486	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	74975226;74978696;74979933;74980231;74981974;74983830;74985118;74987883;74988408;74989653;74992050;74992658;74994331;74995279;74998359;75001053;75014643;75017597;75023106;75062632	74977318;74978747;74980018;74980239;74982768;74984022;74985982;74987955;74988492;74989788;74992186;74993176;74994527;74995357;74998419;75001083;75014714;75017753;75023199;75062873	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5976	ARRB1
ENSG00000137571	8;8;8;8;8;8;8;8;8;8;8;8;8;8	70579282;70588844;70591613;70594419;70617127;70650275;70667659;70673600;70673978;70744002;70745701;70746076;70746365;70747089	70585561;70588908;70591854;70594578;70617464;70650439;70667876;70673727;70674110;70745625;70745863;70746244;70746460;70747299	-;-;-;-;-;-;-;-;-;-;-;-;-;-	9992	SLCO5A1
ENSG00000137757	11;11;11;11;11;11;11;11;11;11;11	104864962;104865916;104866467;104868110;104869612;104870988;104872755;104874001;104877810;104879534;104893857	104865074;104865980;104866569;104868219;104869755;104871222;104872928;104874110;104878061;104879780;104893895	-;-;-;-;-;-;-;-;-;-;-	1592	CASP5
ENSG00000137819	15;15;15;15;15;15;15;15;15;15;15	69591286;69606742;69629680;69652304;69672222;69675195;69677016;69681993;69689807;69692313;69695920	69591395;69607133;69629844;69652470;69672705;69675312;69677221;69682120;69689903;69692454;69700119	+;+;+;+;+;+;+;+;+;+;+	6209	PAQR5
ENSG00000137959	1;1;1;1;1;1;1;1;1;1;1;1	79085607;79086067;79086563;79091355;79095320;79095678;79097126;79101022;79102377;79106706;79107120;79107460	79085743;79086256;79086656;79094684;79095600;79095872;79097332;79101668;79102888;79106806;79107294;79111830	+;+;+;+;+;+;+;+;+;+;+;+	10240	IFI44L
ENSG00000138039	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	48859428;48873569;48874168;48895709;48913914;48921363;48925754;48935909;48941125;48947179;48950595;48950761;48952815;48956292;48958366;48982650	48860260;48873753;48874258;48895804;48915988;48921443;48925939;48936161;48941193;48948918;48950672;48950835;48952889;48956366;48958437;48982880	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6215	LHCGR
ENSG00000138684	4;4;4;4;4	123533783;123534006;123536837;123541856;123541999	123533915;123534083;123536992;123541891;123542224	-;-;-;-;-	629	IL21
ENSG00000138755	4;4;4;4	76922428;76925962;76927301;76928539	76924852;76926046;76927427;76928641	-;-;-;-	2740	CXCL9
ENSG00000138756	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	79697496;79747191;79754736;79763539;79766082;79768342;79772046;79780321;79781190;79782543;79786711;79791937;79793004;79793482;79799888;79808328;79831764	79697875;79747309;79754841;79763681;79766203;79768423;79772210;79780841;79781233;79782623;79786927;79792214;79793102;79793952;79801123;79808438;79837526	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9938	BMP2K
ENSG00000138795	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	108968701;108984779;108985492;108991586;108992814;108993159;108993993;108996531;108999376;109000648;109002740;109004369;109010281;109084724;109086253;109087428;109088711	108969930;108984819;108985540;108992051;108992934;108993407;108994052;108996633;108999618;109000770;109002825;109004602;109010413;109084857;109086413;109087953;109090112	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5361	LEF1
ENSG00000139187	12;12;12;12;12;12;12;12;12	9102640;9123025;9123674;9142137;9142808;9144666;9147715;9161571;9162022	9102832;9123122;9123822;9142313;9142941;9144906;9147884;9161671;9163356	+;+;+;+;+;+;+;+;+	2598	KLRG1
